movie_id,title,genre,description
1540,Nineteen Eighty-Four,Drama|Sci-Fi,<Nineteen Eighty-Four> is a dystopian film based on George Orwell's novel of the same name.
1541,I'm Not Rappaport,Comedy,<I'm Not Rappaport> is a 1996 comedy-drama film based on a play by Herb Gardner.
1542,Diabolique,Drama|Thriller,"<Diabolique > is a psychological thriller about two women, the wife and mistress of an abusive man, who conspire to murder him."
1543,Purple Noon,Crime|Thriller,"<Purple Noon> is a French-Italian psychological thriller film based on Patricia Highsmith's novel ""The Talented Mr."
1544,Atlantic City,Crime|Drama|Romance,<Atlantic City> is a 1980 film directed by Louis Malle.
1545,Our Town,Drama,<Our Town> is a film adaptation of Thornton Wilder's play about the small town of Grover's Corners and its inhabitants.
1546,Autumn Sonata (Höstsonaten ),Drama,<Autumn Sonata> is a Swedish drama film directed by Ingmar Bergman.
1547,Madonna: Truth or Dare,Documentary,<Madonna: Truth or Dare> is a documentary film that follows Madonna during her 1990 <Blond Ambition> tour.
1548,Fear,Thriller,"<Fear> is a psychological thriller film that follows the story of a teenage girl named Nicole, who falls in love with a charming and handsome young man named David."
1549,Fled,Action|Adventure,<Fled > is an action movie about two convicts who escape from a chain gang in Georgia and go on the run.
1550,Stanley & Iris,Drama|Romance,<Stanley & Iris> is a romantic drama film released in 1990.
1551,Keys to Tulsa,Crime,"<Keys to Tulsa> is a crime drama film that follows the story of Richter Boudreau, a struggling writer who returns to his hometown of Tulsa, Oklahoma."
1552,Come See the Paradise,Drama|Romance,<Come See the Paradise> is a 1990 drama film that tells the story of a Japanese-American family during World War II.
1553,One Tough Cop,Action|Drama,<One Tough Cop> is a crime drama based on the real-life story of New York City police officer Bo Dietl.
1554,Paradise Road,Drama|War,<Paradise Road> is a 1997 war drama film based on the true story of a group of women who were imprisoned by the Japanese army during World War II.
1555,Return to Paradise,Drama|Romance,"<Return to Paradise> is a 1998 drama/thriller movie about three friends - Lewis, Sheriff, and Tony - who spend a wild vacation in Malaysia."
1556,Chain Reaction,Action|Adventure|Thriller,<Chain Reaction> is a 1996 action thriller movie about a team of scientists who discover a way to produce clean energy from water.
1557,Wrongfully Accused,Action|Comedy,"<Wrongfully Accused> is a comedy film about Ryan Harrison, a violinist who is falsely accused of murdering his wife and must go on the run to clear his name."
1558,Happiness,Comedy,"<Happiness > is a dark comedy-drama film that follows the lives of three sisters and their families, as well as their neighbors and acquaintances, all of whom are struggling with their own personal problems and desires."
1559,Rope,Thriller,<Rope> is a psychological thriller film directed by Alfred Hitchcock.
1560,Topaz,Thriller,<Topaz> is a political thriller movie directed by Alfred Hitchcock.
1561,Apt Pupil,Drama|Thriller,Apt Pupil is a psychological thriller movie based on a novella by Stephen King.
1562,Soldier,Action|Adventure|Sci-Fi|Thriller|War,<Soldier> is a science fiction action film released in 1998.
1563,Torn Curtain,Thriller,<Torn Curtain> is a Cold War spy thriller film directed by Alfred Hitchcock and released in 1966.
1564,Under Siege,Action,<Under Siege> is an action movie released in 1992.
1565,Why Do Fools Fall In Love?,Drama,<Why Do Fools Fall In Love?> is a movie based on the true story of the rise and fall of 1950s doo-wop singer Frankie Lymon.
1566,Tin Men,Comedy|Drama,<Tin Men> is a comedy-drama movie set in Baltimore during the 1960s.
1567,Kansas City,Crime,<Kansas City> is a crime drama film set in the 1930s.
1568,Dancing at Lughnasa,Drama,<Dancing at Lughnasa> is a 1998 drama film based on the play by Brian Friel.
1569,Runaway Train,Action|Adventure|Drama|Thriller,<Runaway Train> is a 1985 action-thriller film about two escaped convicts who board a train that is about to crash and hurtle towards disaster.
1570,Rough Magic,Drama|Romance,<Rough Magic> is a fantasy-comedy film that follows the story of a magician's assistant named Myra Shumway (played by Bridget Fonda) who is on the run from the authorities in Los Angeles.
1571,Bulletproof,Action,"<Bulletproof> is an action-comedy movie from 1996 that follows the story of two childhood friends, Archie Moses (Adam Sandler) and Rock Keats (Damon Wayans), who reunite after years of separation."
1572,Deconstructing Harry,Comedy|Drama,<Deconstructing Harry> is a dark comedy film directed by Woody Allen.
1573,8MM,Thriller,<8MM> is a thriller movie directed by Joel Schumacher.
1574,Boiling Point,Action|Drama,<Boiling Point>  is a crime thriller film directed by James B.
1575,Carnal Knowledge,Drama,<Carnal Knowledge> is a drama film from 1971 directed by Mike Nichols.
1576,Easy Rider,Adventure|Drama,"<Easy Rider> is a counterculture film that follows two bikers, Wyatt (Peter Fonda) and Billy (Dennis Hopper), as they travel from Los Angeles to New Orleans on their motorcycles in search of freedom and the American Dream."
1577,Mother Night,Drama,"<Mother Night> is a drama film directed by Keith Gordon, based on the novel of the same name by Kurt Vonnegut."
1578,City Hall,Drama|Thriller,"<City Hall> is a political drama film released in 1996, directed by Harold Becker and starring Al Pacino and John Cusack."
1579,Gung Ho,Comedy|Drama,"<Gung Ho> is a comedy-drama movie from 1986, directed by Ron Howard and starring Michael Keaton."
1580,"View to a Kill, A",Action,<A View to a Kill> is a James Bond movie released in 1985.
1581,Airport 1975,Drama,<Airport 1975> is a disaster film that follows the story of a mid-air collision between a Boeing 747 and a small private plane.
1582,Rollercoaster,Drama|Thriller,<Rollercoaster> is a thriller movie from 1977 directed by James Goldstone.
1583,Play it to the Bone,Comedy|Drama,"<Play it to the Bone> is a sports comedy-drama film about two best friends, Cesar Dominguez and Vince Boudreau, who are also professional boxers."
1584,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr.,Documentary,"The movie <Mr. Death: The Rise and Fall of Fred A. Leuchter Jr.> is a documentary that explores the life and work of Fred A. Leuchter Jr., an engineer who became infamous for his involvement in the execution industry. The film follows Leuchter's career as he designed and built execution equipment for prisons across the United States, including the electric chair and lethal injection machines. However, Leuchter's reputation was destroyed when he became involved in Holocaust denial, claiming that the gas chambers at Auschwitz were never used to kill Jews. The documentary examines Leuchter's controversial views and the impact they had on his personal and professional life."
1585,Very Bad Things,Comedy|Crime,<Very Bad Things> is a dark comedy thriller about a group of friends who accidentally kill a prostitute during a bachelor party in Las Vegas.
1586,G.I. Jane,Action|Drama|War,"<G.I. Jane> is a movie about a woman named Jordan O'Neil who is chosen to be the first female candidate for the U.S. Navy's elite SEAL program. She faces intense physical and emotional challenges as she tries to prove herself to her male colleagues and superiors. Along the way, she also faces political and personal obstacles as she fights to succeed in a male-dominated world."
1587,Battle for the Planet of the Apes,Action|Sci-Fi,<Battle for the Planet of the Apes> is a science fiction film that takes place in a post-apocalyptic future where humans and intelligent apes coexist.
1588,Afterglow,Drama|Romance,<Afterglow> is a 1997 drama film directed by Alan Rudolph.
1589,Beyond the Poseidon Adventure,Adventure,<Beyond the Poseidon Adventure> is a disaster movie sequel to the 1972 film <The Poseidon Adventure>.
1590,Jack Frost,Comedy|Drama,"<Jack Frost > is a comedy-drama film that follows the story of a man named Jack Frost, who is a musician and a neglectful father."
1591,Mass Appeal,Drama,<Mass Appeal> is a 1984 film about a young seminarian named Mark Dolson who is assigned to work with a charismatic and popular priest named Father Farley.
1592,Desperate Measures,Crime|Drama|Thriller,<Desperate Measures> is a crime thriller film about a police officer who turns to a convicted serial killer to save his son's life.
1593,Cruel Intentions,Drama,"<Cruel Intentions> is a 1999 teen drama film about a wealthy and manipulative step-siblings, Sebastian and Kathryn, who make a bet to seduce and ruin the lives of two innocent people, Annette and Cecile."
1594,Firestorm,Action|Adventure|Thriller,<Firestorm > is an action thriller movie about a group of criminals who plan to rob a bank with the help of a former firefighter who has turned to a life of crime.
1595,Frankie Starlight,Drama|Romance,"<Frankie Starlight> is a drama film that tells the story of a young woman named Bernadette, who is born with a physical deformity that leads to a difficult childhood."
1596,Jade,Thriller,Jade  is a crime thriller movie directed by William Friedkin.
1597,Dead Ringers,Drama|Thriller,<Dead Ringers> is a psychological thriller film directed by David Cronenberg.
1598,Hard Rain,Action|Thriller,<Hard Rain> is a 1998 action thriller movie directed by Mikael Salomon.
1599,Dangerous Beauty,Drama,<Dangerous Beauty> is a romantic drama film that tells the story of a young woman named Veronica Franco (played by Catherine McCormack) who becomes a courtesan in 16th century Venice.
1600,Bad Boys,Action,"<Bad Boys> is an action-comedy movie about two Miami detectives, Mike Lowrey (Will Smith) and Marcus Burnett (Martin Lawrence), who are tasked with finding stolen drugs that have been stolen from their police station."
1601,Mr. Saturday Night,Comedy|Drama,"<Mr. Saturday Night> is a comedy-drama film directed by and starring Billy Crystal. The movie follows the life and career of Buddy Young Jr., a struggling stand-up comedian who rises to fame in the 1950s and 60s. However, his ego and abrasive personality cause him to alienate those closest to him, including his brother and manager, Stan. As Buddy's career begins to decline, he must come to terms with his past mistakes and try to make amends with those he has hurt."
1602,Summer of Sam,Drama,<Summer of Sam> is a crime thriller movie set in the summer of 1977 in New York City.
1603,No Way Out,Thriller,<No Way Out> is a political thriller movie from 1987.
1604,Where Eagles Dare,Action|Adventure|War,"<Where Eagles Dare> is a war film set in World War II, where a group of Allied soldiers, led by Major Smith (played by Richard Burton) and American Lieutenant Schaffer (played by Clint Eastwood), are sent on a mission to rescue an American general who is being held captive in a castle in the Bavarian Alps."
1605,Music From Another Room,Drama|Romance,"<Music From Another Room>  is a romantic comedy film that tells the story of a man named Danny, who falls in love with a girl named Anna when they were both children."
1606,Belle de jour,Drama,<Belle de Jour> is a French film from 1967 directed by Luis Buñuel.
1607,Rules of Engagement,Drama|Thriller,<Rules of Engagement> is a military legal drama film that follows the story of a Marine Corps officer who is charged with the murder of innocent civilians during a rescue operation in Yemen.
1608,Betrayed,Drama|Thriller,<Betrayed> is a 1988 thriller movie about an FBI agent named Cathy Weaver who is investigating a group of white supremacists.
1609,Daughters of the Dust,Drama,<Daughters of the Dust> is a 1992 drama film directed by Julie Dash.
1610,Roommates,Comedy|Drama,"<Roommates > is a comedy-drama film about two men who become unlikely roommates: an elderly, retired professor named Rocky and his young grandson, Michael."
1611,Metroland,Comedy|Drama,<Metroland > is a drama film based on a novel of the same name by Julian Barnes.
1612,Congo,Action|Adventure|Mystery|Sci-Fi,"<Congo> is a 1995 adventure film directed by Frank Marshall, based on the novel of the same name by Michael Crichton."
1613,Feast of July,Drama,<Feast of July> is a period drama film set in Victorian England.
1614,Relative Fear,Horror|Thriller,<Relative Fear> is a thriller movie about a woman named Linda who inherits a mansion from her deceased aunt.
1615,Palmetto,Film-Noir|Mystery|Thriller,<Palmetto> is a crime thriller movie from 1998 directed by Volker Schlöndorff.
1616,Let's Get Harry,Action|Adventure,"<Let's Get Harry> is a 1986 American action-adventure film about a group of American businessmen who hire a mercenary to rescue their friend, Harry Burck (played by Mark Harmon), who has been kidnapped by Colombian drug lords while working on a dam project."
1617,Shallow Grave,Thriller,<Shallow Grave> is a British thriller film about three friends who find their new flatmate dead in their apartment along with a large sum of money.
1618,Judge Dredd,Action|Adventure|Sci-Fi,<Judge Dredd> is a science fiction action film set in a dystopian future where society has collapsed and the remaining population lives in a megacity called Mega-City One.
1619,Kids,Drama,<Kids > is a controversial drama film that depicts a day in the life of a group of teenagers in New York City.
1620,"400 Blows, The (Les Quatre cents coups)",Drama,<400 Blows> is a French film directed by François Truffaut.
1621,Jules and Jim (Jules et Jim),Drama,"<Jules and Jim> is a French film directed by François Truffaut, released in 1961."
1622,Assassination,Action,<Assassination> is a South Korean action thriller film set in the 1930s during the Japanese occupation of Korea.
1623,Twilight,Crime|Drama,"Twilight delves deep into the human experience, showcasing raw emotions and powerful performances."
1624,U.S. Marshalls,Action|Thriller,"<U.S. Marshals> is a 1998 action thriller movie that follows US Marshal Sam Gerard (played by Tommy Lee Jones) and his team as they pursue a fugitive named Mark Sheridan (played by Wesley Snipes) who is accused of double murder. As the chase progresses, Gerard and his team begin to suspect that Sheridan may be innocent and they must race against time to uncover the truth and clear his name while also trying to capture the real killer."
1625,Swimming with Sharks,Comedy|Drama,<Swimming with Sharks> is a dark comedy film that follows the story of a young and ambitious Hollywood executive named Guy (played by Frank Whaley) who becomes the personal assistant to a powerful and abusive movie mogul named Buddy Ackerman (played by Kevin Spacey).
1626,Tank Girl,Action|Comedy|Musical|Sci-Fi,<Tank Girl> is a post-apocalyptic comedy film based on the British comic book series of the same name.
1627,Hush,Thriller,"<Hush> is a thriller movie released in 1998, directed by Jonathan Darby."
1628,Suicide Kings,Crime|Drama,<Suicide Kings> is a crime thriller movie that follows the story of a group of young men who kidnap a retired Mafia boss in order to save the life of their kidnapped sister.
1629,No Mercy,Action|Thriller,"No Mercy  is a crime thriller movie about a Chicago cop, Eddie Jillette (played by Richard Gere), who travels to Louisiana to track down a killer named Michel Duval (played by Kim Basinger) who is involved in the drug trade."
1630,Extreme Measures,Drama|Thriller,<Extreme Measures> is a 1996 thriller film about a doctor who discovers a secret medical experiment that involves killing homeless people in order to find a cure for paralysis.
1631,What Ever Happened to Baby Jane?,Drama|Thriller,"<What Ever Happened to Baby Jane?> is a psychological thriller film about two aging sisters, Baby Jane Hudson and Blanche Hudson, who were both actresses in their youth."
1632,All the King's Men,Drama,<All the King's Men > is a political drama film based on the Pulitzer Prize-winning novel of the same name by Robert Penn Warren.
1633,Prick Up Your Ears,Drama,<Prick Up Your Ears> is a biographical drama film based on the life of British playwright Joe Orton.
1634,Allan Quartermain and the Lost City of Gold,Action|Adventure,<Allan Quartermain and the Lost City of Gold> is an action-adventure film about a group of adventurers who go on a quest to find the lost city of gold in Africa.
1635,Cutthroat Island,Action|Adventure|Romance,<Cutthroat Island> is an action-adventure film about a female pirate named Morgan Adams who sets out on a quest to find a hidden treasure that her father left behind before he died.
1636,In the Heat of the Night,Drama|Mystery,<In the Heat of the Night> is a crime drama film from 1967 that follows a black detective named Virgil Tibbs who is mistakenly arrested for a murder in a small Southern town.
1637,Jennifer 8,Thriller,"<Jennifer 8> is a thriller movie released in 1992, directed by Bruce Robinson."
1638,Plenty,Drama,"<Plenty> is a drama film directed by Fred Schepisi, based on a play by David Hare."
1639,Money Train,Action,<Money Train> is an action-comedy film released in 1995.
1640,Copycat,Crime|Drama|Thriller,<Copycat > is a psychological thriller movie about a criminal psychologist named Dr.
1641,Bitter Moon,Drama,<Bitter Moon> is a psychological thriller directed by Roman Polanski.
1642,Monkey Shines,Horror|Sci-Fi,<Monkey Shines> is a horror movie about a quadriplegic man named Allan who is given a trained capuchin monkey named Ella as a helper.
1643,Phantasm,Horror|Sci-Fi,<Phantasm> is a horror movie from 1979 directed by Don Coscarelli.
1644,Bird on a Wire,Action|Adventure|Romance|Thriller,<Bird on a Wire> is a 1990 action-comedy film starring Mel Gibson and Goldie Hawn.
1645,Rain,Drama,"<Rain> is a drama film from 1932, directed by Lewis Milestone."
1646,Firestarter,Horror|Thriller,<Firestarter> is a 1984 science-fiction horror film based on Stephen King's novel of the same name.
1647,Klute,Drama|Mystery,<Klute> is a psychological thriller movie from 1971 directed by Alan J.
1648,Cobb,Drama,<Cobb> is a biographical drama film released in 1994.
1649,I Like It Like That,Comedy|Drama|Romance,"<I Like It Like That> is a comedy-drama film that follows the story of a young Latina mother named Lisette, who lives in the South Bronx with her husband and three children."
1650,Fatal Beauty,Action|Crime,<Fatal Beauty> is a 1987 action-comedy film starring Whoopi Goldberg as a tough LAPD detective named Rita Rizzoli who is investigating a drug-related murder case.
1651,Molly,Comedy|Drama,<Molly > is a science fiction movie about a 10-year-old girl named Molly who has a rare genetic disorder that prevents her from experiencing puberty.
1652,Naked,Drama,<Naked> is a British drama film directed by Mike Leigh.
1653,Two Moon Juction,Drama,<Two Moon Junction> is a romantic drama film that tells the story of a young Southern woman named April Delongpre who falls in love with a carnival worker named Perry after meeting him at a roadside attraction.
1654,Never Talk to Strangers,Thriller,<Never Talk to Strangers> is a psychological thriller movie from 1995.
1655,I Love Trouble,Action|Comedy,<I Love Trouble> is a romantic comedy and mystery film released in 1994.
1656,"Perfect World, A",Action|Drama,<A Perfect World> is a 1993 drama film directed by Clint Eastwood and starring Kevin Costner.
1657,Dead Presidents,Action|Crime|Drama,"<Dead Presidents> is a crime drama film that follows the story of a young African American man named Anthony Curtis, who after serving in the Vietnam War, returns to his hometown in the Bronx, New York."
1658,Seven (Se7en),Crime|Thriller,<Seven> (also stylized as <Se7en>) is a psychological thriller movie from 1995 directed by David Fincher.
1659,High Plains Drifter,Western,<High Plains Drifter> is a western movie directed by and starring Clint Eastwood.
1660,Hang 'em High,Western,<Hang 'em High> is a Western movie from 1967 starring Clint Eastwood.
1661,Assault on Precinct 13,Action|Thriller,<Assault on Precinct 13 > is a thriller movie about a police precinct in Los Angeles that is under attack by a group of armed gang members.
1662,Near Dark,Comedy|Horror,<Near Dark> is a horror movie about a young man named Caleb who falls in love with a beautiful and mysterious woman named Mae.
1663,Radioland Murders,Comedy|Mystery|Romance,<Radioland Murders> is a comedy-mystery film set in the 1930s about a radio station that is launching a new program amidst a series of murders.
1664,Rising Sun,Action|Drama|Mystery,"<Rising Sun> is a crime thriller movie from 1993, directed by Philip Kaufman."
1665,Reality Bites,Comedy|Drama,<Reality Bites> is a romantic comedy-drama film that follows the lives of four friends who have just graduated from college and are trying to find their place in the world.
1666,Red Rock West,Thriller,<Red Rock West> is a 1992 neo-noir thriller film directed by John Dahl.
1667,Home for the Holidays,Drama,<Home for the Holidays> is a comedy-drama film about a young woman named Claudia Larson who goes home for Thanksgiving after losing her job and kissing her daughter's father goodbye.
1668,Cutter's Way,Drama|Thriller,"<Cutter's Way> is a drama-thriller film about two friends, Cutter and Bone, who witness a murder but are unable to identify the killer."
1669,Prince of the City,Drama,<Prince of the City> is a crime drama film directed by Sidney Lumet and starring Treat Williams.
1670,Days of Heaven,Drama,<Days of Heaven> is a drama film directed by Terrence Malick that takes place in the early 20th century.
1671,Ruby in Paradise,Drama,<Ruby in Paradise> is a drama film that follows the story of a young woman named Ruby who leaves her troubled past behind and moves to a small beach town in Florida to start a new life.
1672,Eye for an Eye,Drama|Thriller,"<Eye for an Eye> is a 1996 crime thriller film directed by John Schlesinger and starring Sally Field, Kiefer Sutherland, and Ed Harris."
1673,Bad Company,Action,"I apologize, but I cannot provide information about the movie <Bad Company > as there is no movie with that title."
1674,"Low Down Dirty Shame, A",Action|Comedy,<Low Down Dirty Shame> is a 1994 action-comedy film directed by Keenen Ivory Wayans.
1675,Boys Life,Drama,<Boys Life> is a collection of four short films that explore the experiences of young boys and their coming of age.
1676,Mike's Murder,Mystery,<Mike's Murder> is a 1984 film directed by James Bridges.
1677,Sleepers,Crime|Drama,<Sleepers> is a drama film based on the novel of the same name by Lorenzo Carcaterra.
1678,Once Upon a Time in the West,Western,<Once Upon a Time in the West> is a classic Western movie directed by Sergio Leone.
1679,Serial Mom,Comedy|Crime|Horror,<Serial Mom> is a black comedy movie from 1994 directed by John Waters.
1680,"Simple Twist of Fate, A",Drama,A Simple Twist of Fate is a 1994 American drama film directed by Gillies MacKinnon.
1681,Jason's Lyric,Crime|Drama,<Jason's Lyric> is a romantic drama film released in 1994.
1682,Bed of Roses,Drama|Romance,<Bed of Roses> is a romantic drama film released in 1996.
1683,Screamers,Sci-Fi|Thriller,<Screamers>  is a science fiction horror movie set in a post-apocalyptic future where two groups of humans are fighting over a planet that has been destroyed by a war.
1684,Communion,Drama|Sci-Fi|Thriller,<Communion> is a science fiction horror movie based on the book of the same name by Whitley Strieber.
1685,Someone to Watch Over Me,Action|Crime|Thriller,<Someone to Watch Over Me> is a romantic crime thriller movie from 1987.
1686,Striking Distance,Action,<Striking Distance> is a 1993 action thriller movie about a Pittsburgh police detective named Tom Hardy (played by Bruce Willis) who is demoted to river patrol after accusing his own partner of being a serial killer.
1687,Terminal Velocity,Action,<Terminal Velocity> is an action-thriller movie from 1994 about a skydiving instructor named Ditch Brodie (played by Charlie Sheen) who becomes embroiled in a dangerous conspiracy involving a Russian agent (played by Nastassja Kinski) and a group of skydiving thieves.
1688,Things to Do in Denver when You're Dead,Crime|Drama|Romance,<Things to Do in Denver When You're Dead> is a crime thriller film that follows the story of a former gangster named Jimmy <The Saint> Tosnia who is asked by a local mob boss to come out of retirement and perform one last job.
1689,Antonia's Line (Antonia),Drama,<Antonia's Line> is a Dutch film that tells the story of a strong-willed woman named Antonia who returns to her small hometown in the Netherlands after World War II.
1690,Nick of Time,Action|Thriller,<Nick of Time> is a thriller movie released in 1995.
1691,F/X 2,Action|Crime|Thriller,"<F/X 2> is a 1992 action thriller film about a special effects expert, Rollie Tyler, who is hired by the police to stage a fake assassination attempt on a witness in a high-profile case."
1692,Disturbing Behavior,Horror|Thriller,<Disturbing Behavior> is a 1998 science fiction horror film about a group of high school students who begin to exhibit strange and aggressive behavior after undergoing a secret brainwashing procedure.
1693,Missing in Action,Action|War,"<Missing in Action> is an action movie starring Chuck Norris as Colonel James Braddock, a former prisoner of war in Vietnam who returns to the country on a mission to rescue American soldiers who are still being held captive."
1694,Trial by Jury,Thriller,<Trial by Jury> is a crime thriller movie that revolves around a young woman named Valerie Alston who is a juror in the trial of a notorious mob boss.
1695,True Romance,Action|Crime|Romance,<True Romance> is a crime thriller film directed by Tony Scott and written by Quentin Tarantino.
1696,Fitzcarraldo,Adventure|Drama,"<Fitzcarraldo> is a film directed by Werner Herzog that tells the story of an eccentric and ambitious man named Brian Sweeney Fitzgerald (played by Klaus Kinski), also known as Fitzcarraldo."
1697,Bats,Horror|Thriller,<Bats> is a horror movie about a small town in Texas that is overrun by genetically modified bats that have been designed to be the ultimate weapon against insects.
1698,Cronos,Horror,<Cronos> is a horror film directed by Guillermo del Toro.
1699,Braindead,Comedy|Horror,<Braindead> is a horror-comedy film directed by Peter Jackson.
1700,Paths of Glory,Drama|War,<Paths of Glory> is a 1957 anti-war film directed by Stanley Kubrick.
1701,Five Easy Pieces,Drama,"<Five Easy Pieces> is a drama film from 1970 that follows the story of Bobby Dupea (played by Jack Nicholson), a former classical pianist who now works in the oil fields of California."
1702,Sarafina!,Drama,<Sarafina!> is a musical drama set in apartheid-era South Africa.
1703,Stage Fright,Mystery|Thriller,"<Stage Fright> is a film noir thriller about an actress named Eve Gill who tries to clear the name of her friend, a fellow actor who has been accused of murder."
1704,Damien: Omen II,Horror,"<Damien: Omen II> is a horror film that follows the story of Damien Thorn, a young boy who is revealed to be the Antichrist."
1705,Lonely Are the Brave,Drama|Western,"<Lonely Are the Brave> is a 1962 film about a cowboy named Jack Burns who is determined to live life on his own terms, even if it means breaking the law."
1706,Trouble in Paradise,Comedy|Romance,<Trouble in Paradise> is a romantic comedy film directed by Ernst Lubitsch.
1707,"Place in the Sun, A",Drama|Romance,<A Place in the Sun> is a 1951 drama film directed by George Stevens.
1708,From Here to Eternity,Drama|Romance|War,<From Here to Eternity> is a 1953 drama film that follows the lives of several U.
1709,Flying Tigers,Action|Drama|War,<Flying Tigers> is a war film set during World War II and tells the story of a group of American volunteer pilots who join the Chinese Air Force to fight against the Japanese.
1710,On the Beach,Drama,On the Beach  is a post-apocalyptic film that depicts the aftermath of a nuclear war that has destroyed most of the world.
1711,Brighton Beach Memoirs,Comedy,<Brighton Beach Memoirs> is a coming-of-age comedy-drama film based on the play of the same name by Neil Simon.
1712,On Our Merry Way,Comedy|Drama,<On Our Merry Way> is a comedy film that follows the misadventures of several characters in a small town.
1713,Thunderbolt and Lightfoot,Action,<Thunderbolt and Lightfoot> is a 1974 American crime film directed by Michael Cimino and starring Clint Eastwood and Jeff Bridges.
1714,Last Night,Thriller,<Last Night> is a Canadian film that follows the lives of several characters on the last night before the end of the world.
1715,Guinevere,Drama|Romance,<Guinevere> is a drama film from 1999 that tells the story of a young woman named Harper who is dissatisfied with her life and joins a photography class taught by an older man named Connie.
1716,Plunkett & MaCleane,Action|Drama,<Plunkett & MacLeane> is a British historical action-comedy film set in the 18th century.
1717,B. Monkey,Romance|Thriller,"<B. Monkey> is a 1998 crime thriller film about a young woman named Beatrice, who goes by the nickname B. Monkey. She is a skilled thief who falls in love with a schoolteacher named Alan. Together, they attempt to start a new life together, but B's past catches up with her when her former criminal associates come looking for her and threaten their newfound happiness. The film stars Asia Argento, Jared Harris, and Rupert Everett."
1718,Blood on the Sun,Drama|War,<Blood on the Sun> is a film noir set in 1930s Japan.
1719,Booty Call,Comedy|Romance,"<Booty Call> is a comedy film released in 1997 that follows the story of two best friends, Rushon and Bunz, who are looking for a one-night stand."
1720,Kagemusha,Drama|War,<Kagemusha> is a historical drama film directed by Akira Kurosawa.
1721,Captain Horatio Hornblower,Action|Adventure|War,<Captain Horatio Hornblower> is a British-American naval adventure film set during the Napoleonic Wars.
1722,Love Is a Many-Splendored Thing,Romance,<Love Is a Many-Splendored Thing> is a romantic drama film released in 1955.
1723,Artemisia,Drama,"<Artemisia> is a biographical drama film that tells the story of the Italian Baroque painter Artemisia Gentileschi, who was one of the first women to become a professional painter in the 17th century."
1724,Bread and Chocolate (Pane e cioccolata),Drama,<Bread and Chocolate> is a 1973 Italian comedy-drama film directed by Franco Brusati.
1725,Barbarella,Adventure|Sci-Fi,"<Barbarella> is a science fiction film from 1968, directed by Roger Vadim and starring Jane Fonda in the title role."
1726,Clean Slate (Coup de Torchon),Crime,<Clean Slate (Coup de Torchon)> is a French black comedy film set in colonial French West Africa in 1938.
1727,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il)",Drama,<The Garden of Finzi-Contini> is a 1970 Italian film directed by Vittorio De Sica.
1728,"Love Bewitched, A (El Amor Brujo)",Musical,<Love Bewitched> is a Spanish musical drama film directed by Carlos Saura.
1729,"Battleship Potemkin, The (Bronenosets Potyomkin)",Drama|War,"The movie <Battleship Potemkin> is a silent film directed by Sergei Eisenstein, which tells the story of the 1905 mutiny of the crew of the Russian battleship Potemkin against their oppressive officers."
1730,"Brother, Can You Spare a Dime?",Documentary,"<Brother, Can You Spare a Dime?> is a documentary film that explores the causes and effects of the Great Depression in the United States."
1731,Seven Beauties (Pasqualino Settebellezze),Comedy|Drama,<Seven Beauties> is an Italian film directed by Lina Wertmüller.
1732,To Be or Not to Be,Comedy|Drama|War,<To Be or Not to Be> is a comedy film directed by Ernst Lubitsch and starring Carole Lombard and Jack Benny.
1733,Gulliver's Travels,Adventure|Animation|Children's,<Gulliver's Travels> is an animated movie based on the classic novel by Jonathan Swift.
1734,Holy Smoke,Drama,<Holy Smoke> is a 1999 drama film directed by Jane Campion.
1735,American Pop,Animation|Musical,<American Pop> is an animated musical drama film that follows the story of four generations of a Russian Jewish immigrant family and their journey through the American music industry.
1736,Wilde,Drama,<Wilde> is a biographical drama film released in 1997 that tells the story of the famous Irish poet and playwright Oscar Wilde.
1737,Small Time Crooks,Comedy,<Small Time Crooks> is a comedy film directed by Woody Allen.
1738,Saving Grace,Comedy,<Saving Grace> is a British comedy film about a recently widowed woman named Grace who discovers her late husband's debts and decides to grow marijuana in her greenhouse to pay them off.
1739,East is East,Comedy,"<East is East> is a British comedy-drama film that follows the story of a Pakistani father named George Khan, who is living in Salford, England with his British wife and their seven children."
1740,Dancer in the Dark,Drama|Musical,<Dancer in the Dark> is a musical drama film directed by Lars von Trier.
1741,'Til There Was You,Drama|Romance,"'Til There Was You is a romantic comedy movie that follows the lives of two individuals, Gwen and Nick, who are searching for love and companionship."
1742,24-hour Woman,Drama,"<24-hour Woman> is a comedy-drama film that follows the life of Grace Santos, a successful television producer who struggles to balance her career and her family life."
1743,20 Dates,Comedy,<20 Dates > is a romantic comedy film about a young man named Myles who embarks on a journey to find true love by going on 20 dates in one night.
1744,8 Seconds,Drama,<8 Seconds> is a biographical drama film based on the life of professional bull rider Lane Frost.
1745,Above the Rim,Drama,"Above the Rim is a 1994 American sports drama film directed by Jeff Pollack and starring Duane Martin, Tupac Shakur, and Leon."
1746,8 1/2 Women,Comedy,<8 1/2 Women> is a surrealistic comedy-drama film directed by Peter Greenaway.
1747,Little Boy Blue,Drama,<Little Boy Blue> is a 1997 drama film directed by Antonio Tibaldi.
